,start_time,end_time,station_start_name,start_lat,start_long,station_end_name,end_lat,end_long,user_type,time_travel,miles,time_travel_seconds
4372,2022-01-05 18:20:49,2022-01-05 18:38:23,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,Union St,40.7182113,-74.0836394,member,1054,2.2543778583797467,1054
10127,2022-08-23 19:01:16,2022-08-23 19:15:24,Baldwin at Montgomery,40.7236589,-74.0641943,Columbus Drive,40.71835519823214,-74.03891444206238,member,848,1.3767009378877921,848
28502,2022-12-31 14:45:36,2022-12-31 14:55:07,Van Vorst Park,40.71848892,-74.047726625,Newport PATH,40.7272235,-74.0337589,member,571,0.9491797695709893,571
105137,2022-08-13 22:46:54,2022-08-13 22:49:24,Clinton St & Newark St,40.73743,-74.03571,City Hall - Washington St & 1 St,40.73736,-74.03097,casual,150,0.2488311083697125,150
100642,2022-08-02 19:24:57,2022-08-02 19:29:18,Newark Ave,40.72152515,-74.046304543,Brunswick & 6th,40.72601172964625,-74.05038893222809,member,261,0.3765866984611356,261
21063,2022-08-31 11:23:17,2022-08-31 16:59:46,Glenwood Ave,40.72755146730012,-74.07106071710587,Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,member,20189,0.4216727637280338,20189
27842,2017-08-25 06:13:50,2017-08-25 06:18:38,Morris Canal,40.7124188237569,-74.03852552175522,Exchange Place,40.7162469,-74.0334588,member,288,0.3748894018386775,288
12291,2017-04-18 18:31:45,2017-04-18 18:37:49,Sip Ave,40.73074262530658,-74.06378388404846,Baldwin at Montgomery,40.7236589,-74.0641943,member,364,0.4892687972652006,364
68005,2022-08-21 09:36:10,2022-08-21 09:56:27,12 St & Sinatra Dr N,40.75060414236896,-74.02402013540268,Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,member,1217,1.2917476362614337,1217
40073,2022-12-01 13:38:20,2022-12-01 13:45:52,Warren St,40.7211236,-74.03805095,Columbus Drive,40.71835519823214,-74.03891444206238,member,452,0.19633164593077576,452
11221,2017-01-28 00:02:53,2017-01-28 00:08:06,City Hall,40.7177325,-74.043845,Monmouth and 6th,40.72568548362901,-74.04879033565521,member,313,0.6070892973842381,313
30869,2022-08-18 17:52:29,2022-08-18 17:55:15,Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,Mama Johnson Field - 4 St & Jackson St,40.74313993965626,-74.04004096984863,member,166,0.3949251638328904,166
58830,2022-04-14 09:13:26,2022-04-14 09:59:32,Washington St,40.7242941,-74.0354826,Washington St,40.7242941,-74.0354826,member,2766,0.0,2766
110882,2022-08-08 19:03:36,2022-08-08 19:08:28,Willow Ave & 12 St,40.7518674823282,-74.03037697076797,Clinton St & 7 St,40.74542,-74.03332,member,292,0.47093808173250107,292
22854,2022-01-14 13:25:22,2022-01-14 13:33:47,McGinley Square,40.7253399253558,-74.06762212514877,Grove St PATH,40.71958611647166,-74.04311746358871,casual,505,1.346314803169202,505
18999,2022-12-09 16:33:44,2022-12-09 16:45:19,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,12 St & Sinatra Dr N,40.75060414236896,-74.02402013540268,casual,695,1.0644176076118894,695
12914,2022-12-27 14:14:33,2022-12-27 14:17:54,Newport PATH,40.7272235,-74.0337589,Harborside,40.7192517,-74.034234,member,201,0.550638310310515,201
9790,2022-08-04 17:52:28,2022-08-04 18:00:20,Newport Pkwy,40.7287448,-74.0321082,South Waterfront Walkway - Sinatra Dr & 1 St,40.73698221818716,-74.02778059244156,member,472,0.6121115579139426,472
4091,2022-08-03 20:45:09,2022-08-03 20:52:15,Mama Johnson Field - 4 St & Jackson St,40.743170738,-74.040097594,Oakland Ave,40.7376037,-74.0524783,member,426,0.7548414212833309,426
29556,2022-08-23 17:36:50,2022-08-23 17:51:02,Newport PATH,40.7272235,-74.0337589,Baldwin at Montgomery,40.7236589,-74.0641943,casual,852,1.6165441499371935,852
